0,0,XEGUBS7780168971
1,1,IORSVN4427624382
2,1,OPBSAH6612868960
3,1,SPIKGI5665802983
4,1,ZTBPOX7141614869
5,1,TWMSHZ5260896382
6,1,ECWUHO4869975696
7,1,HFQGLI2463249011
8,1,FSPMJZ3196968788
9,1,YBQXUR5572666927
10,1,UBYAVS4751193620
11,2,VHLGOF2061236750
12,2,MHJPFW3843828748
13,2,EOQVAV2699274527
14,2,MEKQZI7984417234
15,2,GQXHHC3538799398
16,2,NAJIEM8780569475
17,2,WVCTYD9291548927
18,2,DQCMCH1019984054
19,2,QIMRIR4822474099
20,2,UGVFFN5282168460
21,3,KJPODI2656255639
22,3,UABZVA3762874549
23,3,GKYXZO9754765150
24,3,RXSTOG5338409121
25,3,FQRULN6393577713
26,3,HHVLZV6825482985
27,3,ONMEVA1123534659
28,3,OGXQPX1099148121
29,3,XYAEME6672983233
30,3,GOREMZ6894287846
31,4,MWOFLC2182107952
32,4,GHBDHA3152255318
33,4,NBTVPH8919587081
34,4,YWRONK9686176786
35,4,HJSNKM3346306294
36,4,DHZUSQ7123146656
37,4,FIAFYL2397749893
38,4,SKALJB7085862949
39,4,KRSTTF2758745086
40,4,FQOBUU2559717119
41,5,HPISGW3691721798
42,0,ZTCFRZ8877769172
43,5,LSPZDE7129532894
44,5,DRVTGT2010701057
45,5,JZGOQO2553315689
46,5,DYKPHT2046699421
47,5,ZTMOOD2850221516
48,5,XZLONI8269934172
49,5,QDOQWO4567561197
50,5,OLJSYH3361189044
51,6,YGPTUM6092383747
52,0,VAQVHT6585969653
53,6,HVGDOB8735247177
54,6,SGZUBP8437231332
55,6,CLHZVM1514578528
56,6,WZYZHR7640358915
57,6,FXVNHG7056897090
58,6,ZNXBFM3093961175
59,6,IXKLOZ2295299728
60,6,NQEHJW9260471544
61,7,HJRLWF3272294291
62,7,TKDBJG8581247139
63,7,MROYKA6263209650
64,7,KOXCZW2295774640
65,7,FYURXQ7237434626
66,7,LRTNTZ6671783989
67,7,GNTSAS5890711891
68,7,DFDHMB8481511032
69,7,DVMDRC4157985963
70,0,FAKAKX3892689172
71,8,SPMCMK1978788063
72,8,RGJISF4772339120
73,8,DANPOK8630821718
74,8,ESXXEH4084924261
75,8,HIHQVR8939799254
76,8,LDIJSK9069528533
77,8,VUQTLR2221455796
78,8,YQVXVO9516952180
79,8,QLZYYW4539189354
80,0,XFWTIC3977479264
81,9,FODWMT2082859486
82,9,IVFDZT4647678554
83,9,KNIYEJ9130622881
84,9,XJECRK4559417493
85,9,QCGQNE5726488388
86,9,WMPKHB8218298020
87,9,VQFTKQ5336476853
88,9,GFSNOQ6442121595
89,9,OFDMSL2677577468
90,9,BGXKDB6622718168
91,10,PTNHUX3792183749
92,10,KGVIDZ6680203226
93,10,GGCIZQ7745323116
94,10,PZKIJQ9987947131
95,0,MBVADS5295727180
96,10,SPLDFL1946994831
97,10,PJGTFY3825895492
98,10,WLCOWB1540621043
99,10,IFJORN8653559080
100,10,KTPZKA6211729757
101,11,PTDEHX8049318885
102,11,ZZMGOE8258978618
103,11,NQRVIW8622899244
104,11,LWEEIV4373711147
105,11,IONQMO4428642697
106,11,HXCHJU4373777153
107,11,QZTFUJ1372144076
108,11,IUFHQW5359216387
109,0,HENSSH3161261781
110,11,IDMXQC4119534779
111,12,URSBEM9160757070
112,12,OTWWUA7662642578
113,12,YDFNCT1585449713
114,12,RDTUVR6517171281
115,12,XAJSIG8942245459
116,12,OPJBZZ4363194623
117,12,BCCOTN4514423375
118,12,DWRESA9238324288
119,12,CYHYJN6547963136
120,12,KZTYDY6852887731
121,13,POAQOZ5335606838
122,0,LUZEZN9648596882
123,0,CLPIST3283519678
124,0,UCNHET6956719911
125,13,ALISNZ2791263159
126,13,TNRDYB6678388318
127,13,QSDXRF5470106017
128,13,XWLEJA1451349197
129,13,EVDDRJ7298621456
130,13,BGZYDO3758246016
131,14,JHEADV6475824867
132,14,RZUSAH7227757717
133,14,HTZPUO4996238373
134,14,HTDRYR8398671924
135,14,EXUPQJ5659145558
136,14,UILEVX4041595735
137,14,HAKHHX2578742881
138,14,QMMOGC7071377048
139,14,JOEFJH4150317299
140,14,CCBZRQ6526285482
141,15,ZVFQKV8916344785
142,15,UDCVAJ1677509998
143,15,IHIYWK3116569314
144,0,WRRIHO4283962371
145,0,NISJBP1798463692
146,0,PVLQES3054898527
147,0,VCGBJO7012689165
